geolocation_state,geolocation_zip_code_prefix,geolocation_lat_x,geolocation_lng_x
SP,2131,-23.50432881186952,-46.58250945058417
SP,2132,-23.501320929534852,-46.577656627878746
SP,2133,-23.49908122442092,-46.58472476845841
SP,2134,-23.498613267408857,-46.57978572229729
SP,2135,-23.49793218940606,-46.58461229170023
SP,2136,-23.49875432423628,-46.58237728186106
SP,2137,-23.49795326926181,-46.57611869717362
SP,2138,-23.49346386270857,-46.57451697635212
SP,2139,-23.490468265934737,-46.573530200325685
SP,2141,-23.488986884986797,-46.57065328067549
SP,2142,-23.51019871070172,-46.57671781547334
SP,2143,-23.507217446152122,-46.57496712581993
SP,2144,-23.50369564795767,-46.570756169824115
SP,2145,-23.50235732946796,-46.56625930442225
SP,2146,-23.50095702331352,-46.57088226395057
SP,2147,-23.498361926574916,-46.565166700263546
SP,2150,-23.49403466917498,-46.56863320970435
SP,2151,-23.49696271641433,-46.56955259688865
SP,2152,-23.49736136522832,-46.572231727088045
SP,2161,-23.490165194182673,-46.569283719186814
SP,2162,-23.490653213841014,-46.56283078535538
SP,2166,-23.52520905703859,-46.58402154568833
SP,2167,-23.522695763662153,-46.58161990876913
SP,2168,-23.52060552735291,-46.57950339815872
SP,2169,-23.549584845417158,-46.62029999286664
SP,2170,-23.525644299521666,-46.57701341026048
SP,2174,-23.52292354286206,-46.57242472056034
SP,2175,-23.515886694400297,-46.57489158730298
SP,2176,-23.51359890288362,-46.57306528500429
SP,2177,-23.508734336146947,-46.5585298971563
SP,2178,-23.52166498695023,-46.57052387650715
SP,2179,-23.520410060508976,-46.56823533906901
SP,2180,-23.51921070636201,-46.5659557064848
SP,2181,-23.518687477370364,-46.561020759548384
SP,2185,-23.514699154771932,-46.56748610841785
SP,2186,-23.514056203198088,-46.56906006229932
SP,2187,-23.51587138597784,-46.56490977736317
SP,2188,-23.509466194005064,-46.566981988420444
SP,2189,-23.507787143908228,-46.567467709487815
SP,2190,-23.507148054284894,-46.56397315445738
SP,2201,-23.486228925529453,-46.592006127066014
SP,2202,-23.493048682907922,-46.59481549706721
SP,2203,-23.491870834979046,-46.59134807783875
SP,2204,-23.48741125450329,-46.592162394636865
SP,2205,-23.48798815884837,-46.59119431348124
SP,2206,-23.484620569713123,-46.59404547791869
SP,2207,-23.485985491921372,-46.588188764979016
SP,2208,-23.48301553679173,-46.58951864576983
SP,2209,-23.485125790212166,-46.58537751870623
SP,2210,-23.48255993586803,-46.5821023396063
SP,2211,-23.4973990036863,-46.59360543538116
SP,2212,-23.495647470348985,-46.589259139316894
SP,2213,-23.496166309003108,-46.58812570952551
SP,2214,-23.492851437763264,-46.586798219154936
SP,2215,-23.490758745356786,-46.58336932471798
SP,2216,-23.493057912566336,-46.57978444125484
SP,2217,-23.490353655303625,-46.580175655730486
SP,2218,-23.48678708500295,-46.58480845970804
SP,2219,-23.490776738309968,-46.5859266188746
SP,2220,-23.489760624425745,-46.5776765153455
SP,2221,-23.481505719547886,-46.58142023282459
SP,2222,-23.482555519831926,-46.57558643715372
SP,2223,-23.48163665026993,-46.58016703941922
SP,2224,-23.484505055041186,-46.573773850049506
SP,2225,-23.482722295019073,-46.57510689223968
SP,2226,-23.480130351279392,-46.57362187381918
SP,2227,-23.478725053779495,-46.572374003941746
SP,2228,-23.4754956302924,-46.57154155013411
SP,2229,-23.476573316835694,-46.56882032587764
SP,2230,-23.483775068199005,-46.56365865538832
SP,2231,-23.47687573682863,-46.56526256366798
SP,2232,-23.475701389862248,-46.56397251801403
SP,2233,-23.477656119687403,-46.5645773226916
SP,2234,-23.478538736408208,-46.56954461942565
SP,2235,-23.479332643151153,-46.575940355471346
SP,2236,-23.472602604059695,-46.56815995594543
SP,2237,-23.513120629647762,-46.58647209667304
SP,2238,-23.471205040999262,-46.57158333882553
SP,2239,-23.48530328070372,-46.60905983041344
SP,2240,-23.477885628196898,-46.60221184734805
SP,2241,-23.49066870653631,-46.60743925992832
SP,2242,-23.48761470851276,-46.603991023751746
SP,2243,-23.49161847661669,-46.60386922937252
SP,2244,-23.488514873849823,-46.604866164915876
SP,2245,-23.484776590879946,-46.60659423636553
SP,2246,-23.488711898944423,-46.60168729815544
SP,2247,-23.48606715232524,-46.60124172356028
SP,2248,-23.483179348192554,-46.59943326870147
SP,2249,-23.4888756467434,-46.597088983102225
SP,2250,-23.486516506481184,-46.596216323528104
SP,2251,-23.47752139072528,-46.59033969656586
SP,2252,-23.47874415112702,-46.58831651709552
SP,2253,-23.479354242089908,-46.59550028538906
SP,2254,-23.481247005440782,-46.59340498656688
SP,2255,-23.476900639653298,-46.59193773517071
SP,2256,-23.475325486280006,-46.58721405336572
SP,2257,-23.47289605523658,-46.58317659354317
SP,2258,-23.475983214969734,-46.58190463603528
SP,2259,-23.471752671094716,-46.58096467398982
SP,2260,-23.469197012597693,-46.57960857271055
SP,2261,-23.467505149821427,-46.577296212716455
SP,2262,-23.46551592940762,-46.574828828447714
SP,2263,-23.463478173917835,-46.5758082226059
SP,2264,-23.46233583222787,-46.576558613536264
SP,2265,-23.4742542193426,-46.592025360562616
SP,2266,-23.477148867774364,-46.59818684545332
SP,2267,-23.478736970872514,-46.60073592895292
SP,2268,-23.46981128157568,-46.59488942723796
SP,2269,-23.472080251747208,-46.59597728801659
SP,2270,-23.472487631945604,-46.59303991017888
SP,2271,-23.46969889118785,-46.58996021925599
SP,2272,-23.469253640421556,-46.586680001501485
SP,2273,-23.463513771636933,-46.586237323090096
SP,2274,-23.467051775633287,-46.58792075620118
SP,2275,-23.465700020271463,-46.59026923297841
SP,2276,-23.461193054352833,-46.58409760247097
SP,2277,-23.46367386503303,-46.5817825928042
SP,2278,-23.462796772074118,-46.57962451006693
SP,2279,-23.46687349566678,-46.58000203721854
SP,2280,-23.45589627791164,-46.575161628150674
SP,2281,-23.45198742890589,-46.57510493774137
SP,2282,-23.44306660990033,-46.56777480774579
SP,2284,-23.46970319641185,-46.56868272083551
SP,2286,-23.40858677491484,-46.57960324340701
SP,2288,-23.433725580177743,-46.57085753408755
SP,2289,-23.41849789635874,-46.582687664273806
SP,2290,-23.600461999607678,-46.65531792495907
SP,2301,-23.48866385800238,-46.61501892936472
SP,2302,-23.486036505173374,-46.61401078807772
SP,2303,-23.48200957368023,-46.61050117980293
SP,2304,-23.480823705875945,-46.60545933153238
SP,2305,-23.480094457602288,-46.60676524219523
SP,2306,-23.463368811541386,-46.60347841661838
SP,2307,-23.480890537528314,-46.6072766426923
SP,2308,-23.476417941223538,-46.604210368193165
SP,2309,-23.47567347689037,-46.604735426067066
SP,2310,-23.472814658449078,-46.600729145013894
SP,2311,-23.46912288961651,-46.601679503629484
SP,2312,-23.464805059922668,-46.59871241697142
SP,2313,-23.46395541802282,-46.59989969784536
SP,2314,-23.462064417366523,-46.59934771732716
SP,2315,-23.45999643122023,-46.59974970395199
SP,2316,-23.462265836782144,-46.593839689926625
SP,2317,-23.458119325508765,-46.593167466510984
SP,2318,-23.45085923626503,-46.59011057457601
SP,2319,-23.449721360386036,-46.59336446361451
SP,2320,-23.451350418041013,-46.59842363518737
SP,2321,-23.44720245920556,-46.588977980768966
SP,2322,-23.445705523437532,-46.5936991329905
SP,2323,-23.456324748711943,-46.601096526577514
SP,2324,-23.47795550890625,-46.59847671510719
SP,2325,-23.453536818482117,-46.58604068922075
SP,2326,-23.47221830106892,-46.602473400862216
SP,2327,-23.447209508783104,-46.566678313273556
SP,2328,-23.51891636478149,-46.59730688229231
SP,2329,-23.483602751250036,-46.6066769879875
SP,2330,-23.485553693727844,-46.61749060119428
SP,2331,-23.4839241728734,-46.616225634779624
SP,2332,-23.48271441228537,-46.621553439824226
SP,2333,-23.48067042467005,-46.62137685302422
SP,2334,-23.48399524579755,-46.619583993019695
SP,2335,-23.483362773855806,-46.617055295327404
SP,2336,-23.481297618595416,-46.61693997878472
SP,2337,-23.478704803069746,-46.614513396023284
SP,2338,-23.475498614539983,-46.61812677962586
SP,2339,-23.477588961157338,-46.615247302560746
SP,2340,-23.459604818253922,-46.61571276329234
SP,2341,-23.465235627066537,-46.615475558502155
SP,2342,-23.473836866069377,-46.61059399785838
SP,2343,-23.468573669859765,-46.605456120792205
SP,2344,-23.46931158161913,-46.610305088387726
SP,2345,-23.468844211652648,-46.61523997261247
SP,2346,-23.471228484637706,-46.608230787896424
SP,2347,-23.464036814263682,-46.60725508172523
SP,2348,-23.460535505963218,-46.61107425641059
SP,2349,-23.45979057930204,-46.60444123792383
SP,2350,-23.46072407799677,-46.60160479445191
SP,2351,-23.454944106097237,-46.599707925862795
SP,2352,-23.454383193070026,-46.59624051557274
SP,2353,-23.452628659785415,-46.60534520521928
SP,2354,-23.45502574621651,-46.60431346669782
SP,2355,-23.454706533107746,-46.611404072472595
SP,2356,-23.450973625996326,-46.61218071978756
SP,2357,-23.44743061592135,-46.61396278005333
SP,2358,-23.45444747938124,-46.608758248906106
SP,2359,-23.44588174360123,-46.61923035751618
SP,2360,-23.436841799653443,-46.577744320649884
SP,2361,-23.43666388027887,-46.58148978027304
SP,2362,-23.479234826065806,-46.579633235576196
SP,2363,-23.432328025304585,-46.576089588461336
SP,2364,-23.433946553560627,-46.58107272782646
SP,2365,-23.44569993335935,-46.58188635586065
SP,2366,-23.467732746409894,-46.61054509792451
